pokemon,id,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape,pokebase,pokedex
croagunk,505,453,7,230,60,poison,fighting,61,40,48,61,40,50,anticipation,dry-skin,poison-touch,#A040A0,#C03028,#A73C82,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/453.png,4,NA,235,12,humanoid,croagunk,http://www.pokemon.com/us/pokedex/croagunk
toxicroak,506,454,13,444,172,poison,fighting,106,65,83,86,65,85,anticipation,dry-skin,poison-touch,#A040A0,#C03028,#A73C82,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/454.png,4,453,235,12,humanoid,toxicroak,http://www.pokemon.com/us/pokedex/toxicroak
carnivine,507,455,14,270,159,grass,NA,100,72,74,90,72,46,levitate,NA,NA,#78C850,NA,NA,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/455.png,4,NA,236,10,tentacles,carnivine,http://www.pokemon.com/us/pokedex/carnivine
finneon,508,456,4,70,66,water,NA,49,56,49,49,61,66,swift-swim,storm-drain,water-veil,#6890F0,NA,NA,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/456.png,4,NA,237,3,fish,finneon,http://www.pokemon.com/us/pokedex/finneon
lumineon,509,457,12,240,161,water,NA,69,76,69,69,86,91,swift-swim,storm-drain,water-veil,#6890F0,NA,NA,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/457.png,4,456,237,3,fish,lumineon,http://www.pokemon.com/us/pokedex/lumineon
mantyke,510,458,10,650,69,water,flying,20,50,45,60,120,50,swift-swim,water-absorb,water-veil,#6890F0,#A890F0,#7790F0,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/458.png,4,NA,116,9,wings,mantyke,http://www.pokemon.com/us/pokedex/mantyke
snover,511,459,10,505,67,grass,ice,62,50,60,62,60,40,snow-warning,NA,soundproof,#78C850,#98D8D8,#7FCB70,monster,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/459.png,4,NA,239,6,upright,snover,http://www.pokemon.com/us/pokedex/snover
abomasnow,512,460,22,1355,173,grass,ice,92,75,90,92,85,60,snow-warning,NA,soundproof,#78C850,#98D8D8,#7FCB70,monster,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/460.png,4,459,239,6,upright,abomasnow,http://www.pokemon.com/us/pokedex/abomasnow
abomasnow-mega,513,460,27,1850,208,grass,ice,132,105,90,132,105,30,snow-warning,NA,NA,#78C850,#98D8D8,#7FCB70,monster,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/460_f2.png,NA,NA,NA,NA,NA,abomasnow,http://www.pokemon.com/us/pokedex/abomasnow
weavile,514,461,11,340,179,dark,ice,120,65,70,45,85,125,pressure,NA,pickpocket,#705848,#98D8D8,#79776A,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/461.png,4,215,109,6,upright,weavile,http://www.pokemon.com/us/pokedex/weavile
magnezone,515,462,12,1800,241,electric,steel,70,115,70,130,90,60,magnet-pull,sturdy,analytic,#F8D030,#B8B8D0,#E8CA56,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/462.png,4,82,34,4,arms,magnezone,http://www.pokemon.com/us/pokedex/magnezone
lickilicky,516,463,17,1400,180,normal,NA,85,95,110,80,95,50,own-tempo,oblivious,cloud-nine,#A8A878,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/463.png,4,108,48,12,humanoid,lickilicky,http://www.pokemon.com/us/pokedex/lickilicky
rhyperior,517,464,24,2828,241,ground,rock,140,130,115,55,55,40,lightning-rod,solid-rock,reckless,#E0C068,#B8A038,#D6B85C,monster,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/464.png,4,112,50,6,upright,rhyperior,http://www.pokemon.com/us/pokedex/rhyperior
tangrowth,518,465,20,1286,187,grass,NA,100,125,100,110,50,50,chlorophyll,leaf-guard,regenerator,#78C850,NA,NA,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/465.png,4,114,52,12,humanoid,tangrowth,http://www.pokemon.com/us/pokedex/tangrowth
electivire,519,466,18,1386,243,electric,NA,123,67,75,95,85,95,motor-drive,NA,vital-spirit,#F8D030,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/466.png,4,125,60,6,upright,electivire,http://www.pokemon.com/us/pokedex/electivire
magmortar,520,467,16,680,243,fire,NA,95,67,75,125,95,83,flame-body,NA,vital-spirit,#F08030,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/467.png,4,126,61,6,upright,magmortar,http://www.pokemon.com/us/pokedex/magmortar
togekiss,521,468,15,380,245,fairy,flying,50,95,85,120,115,80,hustle,serene-grace,super-luck,#EE99AC,#A890F0,#DD96BC,flying,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/468.png,4,176,87,9,wings,togekiss,http://www.pokemon.com/us/pokedex/togekiss
yanmega,522,469,19,515,180,bug,flying,76,86,86,116,56,95,speed-boost,tinted-lens,frisk,#A8B820,#A890F0,#A8AE52,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/469.png,4,193,95,13,bug-wings,yanmega,http://www.pokemon.com/us/pokedex/yanmega
leafeon,523,470,10,255,184,grass,NA,110,130,65,60,65,95,leaf-guard,NA,chlorophyll,#78C850,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/470.png,4,133,67,8,quadruped,leafeon,http://www.pokemon.com/us/pokedex/leafeon
glaceon,524,471,8,259,184,ice,NA,60,110,65,130,95,65,snow-cloak,NA,ice-body,#98D8D8,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/471.png,4,133,67,8,quadruped,glaceon,http://www.pokemon.com/us/pokedex/glaceon
gliscor,525,472,20,425,179,ground,flying,95,125,75,45,75,95,hyper-cutter,sand-veil,poison-heal,#E0C068,#A890F0,#D2B488,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png,4,207,104,9,wings,gliscor,http://www.pokemon.com/us/pokedex/gliscor
mamoswine,526,473,25,2910,239,ice,ground,130,80,110,70,60,80,oblivious,snow-cloak,thick-fat,#98D8D8,#E0C068,#A9D2BC,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png,4,221,112,8,quadruped,mamoswine,http://www.pokemon.com/us/pokedex/mamoswine
porygon-z,527,474,9,340,241,normal,NA,80,70,85,135,75,90,adaptability,download,analytic,#A8A878,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png,4,233,68,4,arms,porygon-z,http://www.pokemon.com/us/pokedex/porygon-z
gallade,528,475,16,520,233,psychic,fighting,125,65,68,65,115,80,steadfast,NA,justified,#F85888,#C03028,#EA4E70,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png,4,281,140,12,humanoid,gallade,http://www.pokemon.com/us/pokedex/gallade
gallade-mega,529,475,160,564,278,psychic,fighting,165,95,68,65,115,110,inner-focus,NA,NA,#F85888,#C03028,#EA4E70,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/475_f2.png,NA,NA,NA,NA,NA,gallade,http://www.pokemon.com/us/pokedex/gallade
probopass,530,476,14,3400,184,rock,steel,55,145,60,75,150,40,sturdy,magnet-pull,sand-force,#B8A038,#B8B8D0,#B8A55C,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png,4,299,147,11,heads,probopass,http://www.pokemon.com/us/pokedex/probopass
dusknoir,531,477,22,1066,236,ghost,NA,100,135,45,65,135,45,pressure,NA,frisk,#705898,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png,4,356,182,4,arms,dusknoir,http://www.pokemon.com/us/pokedex/dusknoir
froslass,532,478,13,266,168,ice,ghost,80,70,70,80,70,110,snow-cloak,NA,cursed-body,#98D8D8,#705898,#8EB8C8,fairy,mineral,http://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png,4,361,186,4,arms,froslass,http://www.pokemon.com/us/pokedex/froslass
rotom,533,479,3,3,154,electric,ghost,50,77,50,95,77,91,levitate,NA,NA,#F8D030,#705898,#D7B249,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,4,NA,240,1,ball,rotom,http://www.pokemon.com/us/pokedex/rotom
rotom-fan,534,479,3,3,182,electric,flying,65,107,50,105,107,86,levitate,NA,NA,#F8D030,#A890F0,#E4C05E,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,NA,NA,NA,NA,NA,rotom,http://www.pokemon.com/us/pokedex/rotom
rotom-frost,535,479,3,3,182,electric,ice,65,107,50,105,107,86,levitate,NA,NA,#F8D030,#98D8D8,#E0D158,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,NA,NA,NA,NA,NA,rotom,http://www.pokemon.com/us/pokedex/rotom
rotom-heat,536,479,3,3,182,electric,fire,65,107,50,105,107,86,levitate,NA,NA,#F8D030,#F08030,#F6BC30,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,NA,NA,NA,NA,NA,rotom,http://www.pokemon.com/us/pokedex/rotom
rotom-mow,537,479,3,3,182,electric,grass,65,107,50,105,107,86,levitate,NA,NA,#F8D030,#78C850,#D8CE37,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,NA,NA,NA,NA,NA,rotom,http://www.pokemon.com/us/pokedex/rotom
rotom-wash,538,479,3,3,182,electric,water,65,107,50,105,107,86,levitate,NA,NA,#F8D030,#6890F0,#D5C05E,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,NA,NA,NA,NA,NA,rotom,http://www.pokemon.com/us/pokedex/rotom
uxie,539,480,3,3,261,psychic,NA,75,130,75,75,130,95,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png,4,NA,241,6,upright,uxie,http://www.pokemon.com/us/pokedex/uxie
mesprit,540,481,3,3,261,psychic,NA,105,105,80,105,105,80,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/481.png,4,NA,242,6,upright,mesprit,http://www.pokemon.com/us/pokedex/mesprit
azelf,541,482,3,3,261,psychic,NA,125,70,75,125,70,115,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/482.png,4,NA,243,6,upright,azelf,http://www.pokemon.com/us/pokedex/azelf
dialga,542,483,54,6830,306,steel,dragon,120,120,100,150,100,90,pressure,NA,telepathy,#B8B8D0,#7038F8,#A698D9,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/483.png,4,NA,244,8,quadruped,dialga,http://www.pokemon.com/us/pokedex/dialga
palkia,543,484,42,3360,306,water,dragon,120,100,90,150,120,100,pressure,NA,telepathy,#6890F0,#7038F8,#697AF1,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/484.png,4,NA,245,6,upright,palkia,http://www.pokemon.com/us/pokedex/palkia
heatran,544,485,17,4300,270,fire,steel,90,106,91,130,106,77,flash-fire,NA,flame-body,#F08030,#B8B8D0,#E28D56,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/485.png,4,NA,246,8,quadruped,heatran,http://www.pokemon.com/us/pokedex/heatran
regigigas,545,486,37,4200,302,normal,NA,160,110,110,80,110,100,slow-start,NA,NA,#A8A878,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/486.png,4,NA,247,12,humanoid,regigigas,http://www.pokemon.com/us/pokedex/regigigas
giratina-altered,546,487,45,7500,306,ghost,dragon,100,120,150,100,120,90,pressure,NA,telepathy,#705898,#7038F8,#7050AF,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png,4,NA,248,10,tentacles,giratina,http://www.pokemon.com/us/pokedex/giratina
giratina-origin,547,487,69,6500,306,ghost,dragon,120,100,150,120,100,90,levitate,NA,NA,#705898,#7038F8,#7050AF,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png,NA,NA,NA,NA,NA,giratina,http://www.pokemon.com/us/pokedex/giratina
cresselia,548,488,15,856,270,psychic,NA,70,120,120,75,130,85,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/488.png,4,NA,249,14,armor,cresselia,http://www.pokemon.com/us/pokedex/cresselia
phione,549,489,4,31,216,water,NA,80,80,80,80,80,80,hydration,NA,NA,#6890F0,NA,NA,water1,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/489.png,4,NA,250,4,arms,phione,http://www.pokemon.com/us/pokedex/phione
manaphy,550,490,3,14,270,water,NA,100,100,100,100,100,100,hydration,NA,NA,#6890F0,NA,NA,water1,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/490.png,4,NA,250,12,humanoid,manaphy,http://www.pokemon.com/us/pokedex/manaphy
darkrai,551,491,15,505,270,dark,NA,90,90,70,135,90,125,bad-dreams,NA,NA,#705848,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/491.png,4,NA,252,12,humanoid,darkrai,http://www.pokemon.com/us/pokedex/darkrai
shaymin-land,552,492,2,21,270,grass,NA,100,100,100,100,100,100,natural-cure,NA,NA,#78C850,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png,4,NA,253,8,quadruped,shaymin,http://www.pokemon.com/us/pokedex/shaymin
shaymin-sky,553,492,4,52,270,grass,flying,103,75,100,120,75,127,serene-grace,NA,NA,#78C850,#A890F0,#83BA76,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png,NA,NA,NA,NA,NA,shaymin,http://www.pokemon.com/us/pokedex/shaymin
arceus,554,493,32,3200,324,normal,NA,120,120,120,120,120,120,multitype,NA,NA,#A8A878,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/493.png,4,NA,254,8,quadruped,arceus,http://www.pokemon.com/us/pokedex/arceus
victini,555,494,4,40,270,psychic,fire,100,100,100,100,100,100,victory-star,NA,NA,#F85888,#F08030,#F66172,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/494.png,5,NA,255,12,humanoid,victini,http://www.pokemon.com/us/pokedex/victini
snivy,556,495,6,81,62,grass,NA,45,55,45,45,55,63,overgrow,NA,contrary,#78C850,NA,NA,ground,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/495.png,5,NA,256,6,upright,snivy,http://www.pokemon.com/us/pokedex/snivy
servine,557,496,8,160,145,grass,NA,60,75,60,60,75,83,overgrow,NA,contrary,#78C850,NA,NA,ground,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/496.png,5,495,256,6,upright,servine,http://www.pokemon.com/us/pokedex/servine
serperior,558,497,33,630,238,grass,NA,75,95,75,75,95,113,overgrow,NA,contrary,#78C850,NA,NA,ground,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/497.png,5,496,256,2,squiggle,serperior,http://www.pokemon.com/us/pokedex/serperior
tepig,559,498,5,99,62,fire,NA,63,45,65,45,45,45,blaze,NA,thick-fat,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/498.png,5,NA,257,8,quadruped,tepig,http://www.pokemon.com/us/pokedex/tepig
pignite,560,499,10,555,146,fire,fighting,93,55,90,70,55,55,blaze,NA,thick-fat,#F08030,#C03028,#E46C2E,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/499.png,5,498,257,6,upright,pignite,http://www.pokemon.com/us/pokedex/pignite
emboar,561,500,16,1500,238,fire,fighting,123,65,110,100,65,65,blaze,NA,reckless,#F08030,#C03028,#E46C2E,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/500.png,5,499,257,6,upright,emboar,http://www.pokemon.com/us/pokedex/emboar
oshawott,562,501,5,59,62,water,NA,55,45,55,63,45,45,torrent,NA,shell-armor,#6890F0,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/501.png,5,NA,258,6,upright,oshawott,http://www.pokemon.com/us/pokedex/oshawott
dewott,563,502,8,245,145,water,NA,75,60,75,83,60,60,torrent,NA,shell-armor,#6890F0,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/502.png,5,501,258,6,upright,dewott,http://www.pokemon.com/us/pokedex/dewott
samurott,564,503,15,946,238,water,NA,100,85,95,108,70,70,torrent,NA,shell-armor,#6890F0,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png,5,502,258,8,quadruped,samurott,http://www.pokemon.com/us/pokedex/samurott
patrat,565,504,5,116,51,normal,NA,55,39,45,35,39,42,run-away,keen-eye,analytic,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png,5,NA,259,8,quadruped,patrat,http://www.pokemon.com/us/pokedex/patrat
watchog,566,505,11,270,147,normal,NA,85,69,60,60,69,77,illuminate,keen-eye,analytic,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png,5,504,259,6,upright,watchog,http://www.pokemon.com/us/pokedex/watchog
lillipup,567,506,4,41,55,normal,NA,60,45,45,25,45,55,vital-spirit,pickup,run-away,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png,5,NA,260,8,quadruped,lillipup,http://www.pokemon.com/us/pokedex/lillipup
herdier,568,507,9,147,130,normal,NA,80,65,65,35,65,60,intimidate,sand-rush,scrappy,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png,5,506,260,8,quadruped,herdier,http://www.pokemon.com/us/pokedex/herdier
stoutland,569,508,12,610,225,normal,NA,110,90,85,45,90,80,intimidate,sand-rush,scrappy,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png,5,507,260,8,quadruped,stoutland,http://www.pokemon.com/us/pokedex/stoutland
purrloin,570,509,4,101,56,dark,NA,50,37,41,50,37,66,limber,unburden,prankster,#705848,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png,5,NA,261,8,quadruped,purrloin,http://www.pokemon.com/us/pokedex/purrloin
liepard,571,510,11,375,156,dark,NA,88,50,64,88,50,106,limber,unburden,prankster,#705848,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png,5,509,261,8,quadruped,liepard,http://www.pokemon.com/us/pokedex/liepard
pansage,572,511,6,105,63,grass,NA,53,48,50,53,48,64,gluttony,NA,overgrow,#78C850,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png,5,NA,262,6,upright,pansage,http://www.pokemon.com/us/pokedex/pansage
simisage,573,512,11,305,174,grass,NA,98,63,75,98,63,101,gluttony,NA,overgrow,#78C850,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png,5,511,262,6,upright,simisage,http://www.pokemon.com/us/pokedex/simisage
pansear,574,513,6,110,63,fire,NA,53,48,50,53,48,64,gluttony,NA,blaze,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png,5,NA,263,6,upright,pansear,http://www.pokemon.com/us/pokedex/pansear
simisear,575,514,10,280,174,fire,NA,98,63,75,98,63,101,gluttony,NA,blaze,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png,5,513,263,6,upright,simisear,http://www.pokemon.com/us/pokedex/simisear
panpour,576,515,6,135,63,water,NA,53,48,50,53,48,64,gluttony,NA,torrent,#6890F0,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png,5,NA,264,6,upright,panpour,http://www.pokemon.com/us/pokedex/panpour
simipour,577,516,10,290,174,water,NA,98,63,75,98,63,101,gluttony,NA,torrent,#6890F0,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png,5,515,264,6,upright,simipour,http://www.pokemon.com/us/pokedex/simipour
munna,578,517,6,233,58,psychic,NA,25,45,76,67,55,24,forewarn,synchronize,telepathy,#F85888,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png,5,NA,265,8,quadruped,munna,http://www.pokemon.com/us/pokedex/munna
musharna,579,518,11,605,170,psychic,NA,55,85,116,107,95,29,forewarn,synchronize,telepathy,#F85888,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png,5,517,265,12,humanoid,musharna,http://www.pokemon.com/us/pokedex/musharna
pidove,580,519,3,21,53,normal,flying,55,50,50,36,30,43,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png,5,NA,266,9,wings,pidove,http://www.pokemon.com/us/pokedex/pidove
tranquill,581,520,6,150,125,normal,flying,77,62,62,50,42,65,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png,5,519,266,9,wings,tranquill,http://www.pokemon.com/us/pokedex/tranquill
unfezant,582,521,12,290,220,normal,flying,115,80,80,65,55,93,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png,5,520,266,9,wings,unfezant,http://www.pokemon.com/us/pokedex/unfezant
blitzle,583,522,8,298,59,electric,NA,60,32,45,50,32,76,lightning-rod,motor-drive,sap-sipper,#F8D030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png,5,NA,267,8,quadruped,blitzle,http://www.pokemon.com/us/pokedex/blitzle
zebstrika,584,523,16,795,174,electric,NA,100,63,75,80,63,116,lightning-rod,motor-drive,sap-sipper,#F8D030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png,5,522,267,8,quadruped,zebstrika,http://www.pokemon.com/us/pokedex/zebstrika
roggenrola,585,524,4,180,56,rock,NA,75,85,55,25,25,15,sturdy,NA,sand-force,#B8A038,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png,5,NA,268,7,legs,roggenrola,http://www.pokemon.com/us/pokedex/roggenrola
boldore,586,525,9,1020,137,rock,NA,105,105,70,50,40,20,sturdy,NA,sand-force,#B8A038,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png,5,524,268,10,tentacles,boldore,http://www.pokemon.com/us/pokedex/boldore
gigalith,587,526,17,2600,232,rock,NA,135,130,85,60,80,25,sturdy,NA,sand-force,#B8A038,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png,5,525,268,10,tentacles,gigalith,http://www.pokemon.com/us/pokedex/gigalith
woobat,588,527,4,21,63,psychic,flying,45,43,55,55,43,72,unaware,klutz,simple,#F85888,#A890F0,#E465A1,flying,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/527.png,5,NA,269,9,wings,woobat,http://www.pokemon.com/us/pokedex/woobat
swoobat,589,528,9,105,149,psychic,flying,57,55,67,77,55,114,unaware,klutz,simple,#F85888,#A890F0,#E465A1,flying,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/528.png,5,527,269,9,wings,swoobat,http://www.pokemon.com/us/pokedex/swoobat
drilbur,590,529,3,85,66,ground,NA,85,40,60,30,45,68,sand-rush,sand-force,mold-breaker,#E0C068,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/529.png,5,NA,270,6,upright,drilbur,http://www.pokemon.com/us/pokedex/drilbur
excadrill,591,530,7,404,178,ground,steel,135,60,110,50,65,88,sand-rush,sand-force,mold-breaker,#E0C068,#B8B8D0,#D6BE81,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/530.png,5,529,270,12,humanoid,excadrill,http://www.pokemon.com/us/pokedex/excadrill
